peručan	obyvatel Peruci
peručani	obyvatelé Peruci
peručané	obyvatelé Peruci
peručtí	usídlení v Peruci
peruť	letecký útvar
perzián	karakul
perón	železniční nástupiště
peróny	železniční nástupiště množ.
peršan	Íránec
peršane	oslovení obyvatele Iránu
peršani	Íránci
peršany	perské koberce
peršané	Íránci
pes	přítel člověka
pesar	druh antikoncepce
pesary	druh antikoncepce množ.
peseta	tradiční španělská měna
pesety	tradiční španělské mince
peskoval	plísnil
peskovala	plísnila
peskovali	plísnili
peskovalo	plísnilo
peskovaly	plísnily
peskovaná	plísněná
peskované	plísněné
peskovaní	plísnění, kritizovaní
peskovaný	plísněný
peskovat	plísnit
peskovati	plísniti
peskován	plísněn
peskována	plísněna
peskováni	plísněni
peskováno	plísněno
peskovány	plísněny
peskování	plísnění
peskuj	plísni!
peskuje	plísní
peskují	plísní oni
pesto	bylinky do těstovin
pestrá	křiklavě barevná
pestré	křiklavě barevné
pestrý	křiklavě barevný
pestík	část květu
pestíky	části květu
pestřce	druh pýchavky množ.
pestře	křiklavě barevně
pestřec	druh pýchavky
pestří	křiklavě barevní
pesík	silný chlup
pesíky	silné chlupy
peta	fyzikální předpona
petank	výslovnost petanque
petent	žadatel
petenti	žadatelé
petentka	žadatelka
petentky	žadatelky
petentův	žadatelův
peter	slovensky Petr
petera	středočeský hejtman
petice	stížnost s mnoha podpisy
petin	domácky Petřin
petina	domácky Petřina
petini	domácky Petřini
petino	domácky Petřino
petiny	domácky Petřiny
petit	žalobní požadavek
petity	žalobní požadavky
petiční	týkající se petic
petlice	břevno v dveřích
petr	??? Parléř
petra	syrské skalní město
petro	oslovení Petry
petrov	brněnský vrch
petrova	ovládaná Petrem
petrovi	ovládaní Petrem
petrovič	syn Rusa Petra
petroviči	syni Rusa Petra
petrovna	dcera Rusa Petra
petrovno	osolovení dcery Rusa Petra
petrovny	dcery Rusa Petra
petrovo	ovládané Petrem
petrovy	ovládany Petrem
petry	ženy jménem Petra
petrů	skutečné příjmení Petry Janů
petrův	ovládaný Petrem
petře	oslovení Petra
petřin	ovládaný Petrou
petřina	ovládaná Petrou
petřini	ovládaní Petrou
petřino	ovládané Petrou
petřiny	pražská čtvrť
petříci	malí Petrové
petřík	malý Petr
petříkův	vlastněný malým Petrem
petřín	pražský vrch
pevník	dřevokaz. houba
pevníky	dřevokaz. houby
pexesa	hra cvičící paměť množ.
pexeso	hra cvičící paměť
peyotl	droga z kaktusu
peán	lékařská svorka
peány	lékařské svorky
peč	pec!
peče	používá trouby
pečená	upravená pečením
pečenáč	výrobek z sledě
pečenáče	výrobky z sleďů
pečené	upravené pečením
pečení	výroba cukroví
pečený	upravený pečením
pečeně	pečené maso
pečeti	voskové záruky
pečetidla	razítka do vosku
pečetidlo	razítko do vosku
pečetil	opatřoval bulou
pečetila	opatřovala bulou
pečetili	opatřovali bulou
pečetilo	opatřovalo bulou
pečetily	opatřovaly bulou
pečetit	opatřovat bulou
pečetiti	opatřovati bulou
pečetě	voskové záruky
pečetěn	opatřován bulou
pečetěna	opatřována bulou
pečetěno	opatřováno bulou
pečetěny	opatřovány bulou
pečetěná	opatřovaná bulou
pečetěné	opatřované bulou
pečetění	opatřování bulou
pečetěný	opatřovaný bulou
pečeň	pečené maso
pečeť	vosková záruka
pečicí	vhodný k pečení
pečivo	chléb, žemle, buchta
pečky	město u Kolína
pečora	severo ruská řeka
pečou	používájí trouby kniž.
pečoval	staral se
pečovala	starala se
pečovali	starali se
pečovalo	staralo se
pečovaly	staraly se
pečovat	starat se
pečovati	starati se
peču	používám trouby
pečuje	stará se
pečují	starají se
pečárka	žampion
pečárky	žampiony
pečící	pekoucí nářeč.
pečínka	pečené maso
pečínky	pečená masa
peřej	slap
peřeje	slapy
peří	vyplň peřin
peškov	vlastní jméno Gorkého
peťa	domácky Petr
peťo	domácké oslovení Petra
peťova	domácky Petrova
peťovi	domácky Petrovi
peťovo	domácky Petrovo
peťovy	domácky Petrovy
peťové	domácky Petrové
peťův	domácky Petrův
pflops	jednotka výkonů superpočítačů
pham	typické vietnamské příjmení
pharmdr	doktor farmacie
phe	chemická zkratka fenylalaninu
phm	pohonné hmoty zkr.
phmetr	měřič kyselost
phobos	měsíc Marsu
phobova	zasvěcena společníku boha Aréa
phobovi	zasvěceni společníku boha Aréa
phobovo	zasvěceno společníku boha Aréa
phobovy	zasvěceny společníku boha Aréa
phobův	zasvěcen společníku boha Aréa
php	programovací jazyk
pia	přechýlené jméno Pius
piana	klavíry
pianista	hráč na klavír
pianisti	hráči na klavír
pianisté	hráči na klavír
piano	klavír
pica	čtení slova pizza
piccola	veterány zn. Praga
piccolo	veterán zn. Praga
pichlavá	vybavena trny
pichlavé	vybavené trny
pichlaví	vybavení trny
pichlavý	vybaven trny
pici	čtení slova pizzy
pida	Tanguyův syn (mayovky)
pidi	předpona malý
pidimužík	trpaslík
pidižvíci	skrčeci
pidižvík	skrček, jistá figurka
pidižvíky	figurky chlupatých trpaslíků
pierce	role Alana Aldy
pigment	barvivo
pigmenty	barviva
piha	skvrnka na pleti
pihel	ves (PP Červený rybník)
pihy	skvrnky na pleti
pij	polykej tekutinu
pijavice	příživný kroužkovec
pijavka	naše pijavice
pijavky	naše pijavice množ.
pik	??? Pobědy, velehora
pikador	zápasník v koridě
pikadory	párky v rohlíku nářeč.
pikadoři	zápasníci v koridě
pikanýr	bojovník s píkou
pikanýři	bojovníci s píkou
pikaso	čtení malíře Picasso
piket	karetní hra
pikle	intriky
piknik	snídaně v trávě
piko	fyzikální předpona
pikt	starověký Skot
pikti	starověcí Skoti
piktka	starověká Skotka
piktky	starověké Skotky
pikul	Valentin Savvič ???, prozaik
pikču	Makču ???
pil	polykal tekutinu
pila	řezací nástroj
pilaf	exotické jídlo
pilafy	exotická jídla
pilař	slavný jez na Lužnici
pilaři	majitelé katrů
pilařova	vlastněná majitelem katru
pilařovi	vlastnění majitelem katru
pilařovo	vlastněné majitelem katru
pilařovy	vlastněny majitelem katru
pilařové	majitelé katrů
pilařův	vlastněný majitelem katru
pileolus	čapka římských kněží
pileoly	čapky římských kněží
pili	polykali tekutinu
pilich	druh motáka
pilichové	druh motáka množ.
pilina	drtina
piliny	drtiny
piliši	druh motáka množ.
piliší	častý u motáka pilicha
pilkou	pomocí malé pily
pilnost	snaživost
pilná	snaživá
pilné	snaživé
pilní	snaživí
pilník	rašple
pilníky	rašple množ.
pilný	snaživý
pilot	řidič letadla
piloti	řidiči letadla
pilotka	řidička letadla
pilotky	řidičky letadla
pilotní	úvodní (výzkum)
pilotovat	řídit letadlo
pilotuj	řiď letadlo!
piloty	stroje řídící letadla
pilotáž	řízení letadla
pilou	pomocí pily
piloun	druh rejnoka
pilouni	rod rejnoků
pilouní	získaný z pilounů
piloval	pracoval rašplí
pilovala	pracovala rašplí
pilovali	pracovali rašplí
pilovalo	pracovalo rašplí
pilovaly	pracovaly rašplí
pilovat	pracovati rašplí
pilovati	pracovat rašplí
pilován	broušen rašplí
pilována	broušena rašplí
pilováno	broušeno rašplí
pilovány	broušeny rašplí
pilování	tříbení k dokonalosti
piluj	pracuj rašplí!
piluje	pracuje rašplí
pilují	pracují rašplí
pilum	římské kopí
pily	řezací nástroje
pilát	Ježíšův soudce
pilátova	vlastněna Ježíšovým soudcem
pilátovi	vlastněni Ježíšovým soudcem
pilátovo	vlastněno Ježíšovým soudcem
pilátovy	vlastněny Ježíšovým soudcem
piláty	druh byliny množ.
pilátův	vlastněn Ježíšovým soudcem
pilíř	sloup
pilíře	sloupy
pin	vývod procesoru
pinatubo	filipínská sopka
pindos	řecké pohoří
pindík	šachový pěšec slang. expr.
pindíky	šachové pěšce slang. expr.
pinga	homole formované ledem
pingo	homole formovaná ledem
pingpong	stolní tenis
pinie	italská borovice
pink	obraný pinpongový úder
pinky	obrané pinpongové údery
pinochet	chillský tyran
pinocheti	jmenovci chillského tyrana
pinot	??? Noir, druh vína
pint	osmina gallonu
pinta	Kolumbova loď
pinty	osminy gallonu
piny	vývody procesoru
pinč	pes podobný kníračům
pinčes	ping-pong hovor.
pinči	psi podobní knířačům
pinčí	typický pro pinče
pinďa	zajíc z Čtyřlísku
pinďova	vlastněná zajícem z Čtyřlístku
pinďovi	vlastnění zajícem z Čtyřlístku
pinďovo	vlastněné zajícem z Čtyřlístku
pinďovy	vlastněny zajícem z Čtyřlístku
pinďové	jmenovci zajíce z Čtyřlístku
pinďův	vlastněný zajícem z Čtyřlístku
pio	forma jména Pius
pion	pěšec
pioni	pěšáci
piony	mezony pí
pionýr	dětská organizace
pionýry	veterány značky Jawa
pionýři	průkopníci
piotr	polsky Petr
piova	vlastněná mužem Pius
piovi	vlastnění mužem Pius
piovo	patřící muži Pius
piovy	vlastněny mužem Pius
pipa	exotická žába
pipeta	odměrná nádoba
pipety	odměrné nádoby
pipi	hrdinka Lingrenové
pipin	francký vladař
pipla	??? osmahlá, bylina
piplal	zdlouhavě pracoval
piplala	zdlouhavě pracovala
piplali	zdlouhavě pracovali
piplalo	zdlouhavě pracovalo
piplaly	zdlouhavě pracovaly
piplaná	zdlouhavě dělaná
piplané	zdlouhavě dělané
piplaný	zdlouhavě dělaný
piplat	zdlouhavě pracovat
piplati	zdlouhavě pracovati
piplačka	zdlouhavá práce hovor.
piplačky	zdlouhavé práce hovor.
piply	??? osmahlá, bylina množ.
piplá	zdlouhavě pracuje
piplán	zdlouhavě dělán
piplána	zdlouhavě dělána
pipláni	náročně odchováván
pipláno	zdlouhavě děláno
piplány	zdlouhavě dělány
piplání	zdlouhavá práce
pipy	exotické žáby
pipí	uvařený z exotických žab
piran	slovinský přístav
pirani	dravé brazilské ryby
piraní	vyskytující se u piraň
piraně	dravé brazilské ryby
piraňa	dravá brazilská ryba
pireo	město splynuvší s Athénami
pireus	město Pireo
pirin	bulharské pohoří
pirna	německé město na Labi
piroh	plněná těstovina
pirohy	plněné těstoviny
pirát	korzár
piráti	korzáři
pirátská	používaná piráty
pirátské	používané piráty
pirátský	nelegální o softwaru
pirš	lovecký chodník
pisa	město s šikmou věží
pisces	znamení ryby
pise	šikmá věž v ???
pisila	druh bahňáka
pisilka	pták, ??? čáponohá
pisilky	ptáci, ??? čáponohé
pisily	rod bahňáků
pisilí	typický pro ptáky pisily
pisilčí	uvařený z pisilek
pisk	osa brku
piskoř	naše ryba
piskoři	naše ryba množ.
piskoří	typický pro piskoře
pisky	osy brků
pisoár	prvek wc pro muže
pisoáry	prvky pánských wc
pisálci	podřadní novináři
pisálek	podřadný novinář
pisárky	část Brna
pisíci	ptáci příbuzní sluce
pisík	pták příbuzný sluce
pisíčí	typický pro pisíky
pita	druh chleba
pitaval	sbírka detektivek
pitavaly	sbírky detektivek
pitaya	jedlý kaktusový plody
pitch	centrum hřiště (kriket)
pitche	centra hřišť (kriket)
pitel	pijan zastr.
pitelova	pijanova zastr.
pitelovi	pijanovi zastr.
pitelovo	pijanovo zastr.
pitelovy	pijanovy zastr.
pitelové	pijani zastr.
pitelův	pijanův zastr.
pitevna	pracoviště patologa
pitevny	pracoviště patologů
pitevní	sloužící patologovi
pitka	banket notoriků
pitky	bankety notoriků
pito	nealkoholické pivo
pitové	starověcí Skoti
pitva	patologův úkon
pitval	zkoumal mrtvolu
pitvala	zkoumala mrtvolu
pitvali	zkoumali mrtvolu
pitvalo	zkoumalo mrtvolu
pitvaly	zkoumaly mrtvolu
pitvat	zkoumat mrtvolu
pitvati	zkoumati mrtvolu
pitvor	směšná nestvůra
pitvora	směšná nestvůra
pitvory	směšné nestvůry
pitvořen	směšně komolen
pitvoři	směšné nestvůry
pitvořil	směšně komolil
pitvořila	směšně komolila
pitvořili	směšně komolili
pitvořilo	směšně komolilo
pitvořily	směšně komolily
pitvořit	směšně komolit
pitvořiti	směšně komoliti
pitvoří	směšně komolí
pitvy	patologovy úkony
pitvá	zkoumá mrtvolu
pitván	zkoumán (nebožtík)
pitvána	zkoumána (nebožtka)
pitváni	zkoumáni (nebožtíci)
pitváno	zkoumáno (nebožtík)
pitvány	zkoumány (nebožky)
pitvání	zkoumání mrtvoly
pity	exotické chleby
pius	časté jméno papežů
piva	tekuté chleby
pivař	milovník piva
pivaři	milovníci piva
pivařka	milovnice piva
pivařky	milovnice piva množ.
pivařova	vlastněna milovníkem piva
pivařovi	vlastněni milovníkem piva
pivařovo	vlastněno milovníkem piva
pivařovy	vlastněny milovníkem piva
pivařská	typická u milovníků piva
pivařské	typické u milovníků piva
pivařský	typický u milovníků piva
pivařův	vlastněn milovníkem piva
pivka	zlost hovor.
pivky	zlost množ. hovor.
pivnice	pivní nálevna
pivní	typický pro pivo
pivo	tekutý chléb
pivovar	továrna na pivo
pivovary	továrny na pivo
pixel	bod na obrazovce
pixely	body na obrazovce
pizda	řiť
pizdy	řiť
pizza	italský pokrm
pizzy	italské pokrmy
piš	vyhotov text!
pištěc	hráč na píšťalu
pištěk	český kostimér
piův	patřící muži Pius
pižka	drobná piha
pižky	drobné pihy
pižlají	řežou tupým nožem
pižlal	řezal tupým nožem
pižlala	řezala tupým nožem
pižlali	řezali tupým nožem
pižlalo	řezalo tupým nožem
pižlaly	řezaly tupým nožem
pižlaná	řezaná tupým nožem
pižlané	řezané tupým nožem
pižlaný	řezaný tupým nožem
pižlat	řezat tupým nožem
pižlati	řezati tupým nožem
pižlá	řeže tupým nožem
pižlán	řezán tupým nožem
pižlána	řezána tupým nožem
pižláno	řezáno tupým nožem
pižlány	řezány tupým nožem
pižlání	práce tupým nožem
pižma	samčí zápach množ.
pižmo	samčí zápach
pižmoni	velké arktické ovce
pižmoní	typický pro arktické ovce
pižmový	kabar ???
pižmoň	velká arktická ovce
pjal	pnul
pjala	pnula
pjali	pnuli
pjalo	pnulo
pjaly	pnuly
pjat	pnut
pjata	pnuta
pjati	pnuti
pjato	pnuto
pjaty	pnuty
pje	čtení pě v pět
pjet	čtení číslovky 5
pjotr	rusky Petr
pjívo	nářečně pivo
placatá	rovná, zploštělá
placaté	rovné, zploštělé
placatý	rovný, zploštělý
placatě	rovně, zploštěle
placenta	savčí plodový obal
placenty	savčí plodové obaly
placená	ne bezplatná
placené	ne bezplatné
placený	ne bezplatný
placet	schválení, razítko (cizí slovo)
plachta	tkanina pro hnaní větrem
plachty	tkaniny pro hnaní větrem
plachá	ostýchavá
plaché	ostýchavé
plachý	ostýchavý
placid	Lake ??? (olympiáda 1980)
placka	diskovité jídlo
placky	diskovitá jídla
plak	povlak na zubech
plakal	lkal
plakala	lkala
plakali	lkali
plakalo	lkalo
plakaly	lkaly
plakat	lkát
plakati	lkáti
plaky	povlaky na zubech
plama	skrvna v srsti
plamatka	rod našich plžů
plamatky	rod našich plžů
plamatá	skvrnitá o srsti
plamaté	skvrnité o srsti
plamatí	skvrnití o zvířeti
plamatý	skvrnitý o srsti
plamence	část spalovací komory množ.
plamenec	část spalovací komory
plamy	skrvny v srsti
planika	takzvaný jahodový strom
planiky	takzvané jahodové stromy
planina	rovina v horách
planiny	roviny v horách
plankton	drobné vodní organismy
plantáž	stejnověká rozlehlá kultura
plantáže	stejnověké rozlehlé kultury
planula	larva korálů
planuly	larvy korálů
planá	divoká o ovoci
planární	rovinný
plané	divoké o ovoci
planý	divoký o ovoci
plastika	estetická operace
plastiky	estetické operace
plastová	vyrobena z umělé hmoty
plastové	vyrobeno z umělé hmoty
plastový	vyroben z umělé hmoty
plat	odměna za práci
platan	parkový listnáč
platany	parkové listnáče
platba	peněžní plnění
platby	peněžní plnění množ.
platební	sloužící k placení
platil	odměňoval penězi
platila	odměňovala penězi
platili	odměňovali penězi
platilo	odměňovalo penězi
platily	odměňovaly penězi
platina	kov Pt
platiny	kov Pt množ.
platit	odměňovat penězi
platiti	odměňovat penězi
platná	potřebná, nezrušená
platné	potřebné, nezrušené
platný	potřebný, nezrušený
platy	odměny za práci
platí	odměňuje penězi
platící	odměnující penězi
plató	Platón (starší pravopis)
platón	žák Sokratův
platýs	plochá mořská ryba
platýsi	ploché mořské ryby
plavba	cesta lodí
plavby	cesty lodí
plavci	sportovci v bazénu
plavcova	vlastněna sportovcem od bazénu
plavcovi	vlastněni sportovcem od bazénu
plavcovo	vlastněno sportovcem od bazénu
plavcovy	vlastněny sportovcem od bazénu
plavcův	vlastněn sportovcem od bazénu
plavební	sloužící říční dopravě
plavec	sportovec v bazénu
plavení	přeprava lodí
plavil	převážel po řece
plavila	převážela o lodi
plavili	převáželi po řece
plavilo	převáželo po řece
plavily	převážely po řece
plavit	převážet lodí
plaviti	převážeti lodí
plavání	vodní sport
plaví	převáží o lodi
plavčice	vodní záchranářka
plavčíci	vodní záchranáři
plavčík	vodní záchranář
plavůně	nižší rostliny
plavůň	nižší rostlina
play	power ???, hra bez brankáře
playa	solná pláň
playas	solná pláň
plaz	zvíře např. had
plazi	zvířata např. hadi
plazil	lezl o hadu
plazila	lezla o hadu
plazili	lezli o hadu
plazilka	rostlina acéna
plazilky	rostliny acény
plazilo	lezlo o hadu
plazily	lezly o hadu
plazit	lézt (o hadu)
plaziti	lézti (o hadu)
plazivá	pohybující se jako had (ona)
plazivé	pohybující se jako had (ono)
plaziví	pohybující se jako had (oni)
plazivý	pohybující se jako had (on)
plazivě	na způsob hadího pohybu
plazma	čtvrté skupenství
plazí	leze (o hadu)
plač	roň slzy!
plačka	žena truchlící za peníze
plačky	ženy truchlící za peníze
plačtivá	náchylná k pláči
plačtivé	náchylné k pláči
plačtiví	náchylní k pláči
plačtivý	náchylný k pláči
plačtivě	uplakaně
plaš	ruš zvěř!
plaše	ostýchavě
plašen	rušen o zvěři
plašena	rušena o zvěři
plašeni	rušeni o zvěři
plašeno	rušeno o zvěři
plašeny	rušeny o zvěři
plašená	rušená o zvěři
plašené	rušené o zvěři
plašení	rušení zvěře
plašený	rušený o zvěři
plašil	rušil zvěř
plašila	rušila zvěř
plašili	rušili zvěř
plašilo	rušilo zvěř
plašily	rušily zvěř
plašit	rušit zvěř
plašiti	rušiti zvěř
plaší	ostýchaví
plch	polní savec
plec	vršek zad
plece	vršek zad množ.
plechý	nejvyšší hora šumavy
pleje	ničí koukol
plejtváci	velcí kytovci
plejtvák	velký kytovec
plejtváčí	uvařený z plejtváka
plejí	ničí koukol (ony)
plektra	trsátka
plektrum	trsátko
plel	ničil koukol
plela	ničila koukol
pleli	ničili koukol
plelo	ničilo koukol
plely	ničily koukol
plen	zisk z plenění
plena	hadr pohlcující moč
plenil	raboval
plenila	rabovala
plenili	rabovali
plenilo	rabovalo
plenily	rabovaly
plenit	rabovat
pleniti	rabovati
pleny	hadry pohlcující moč
plenér	krajina, nikoliv ateliér
plenérní	opak ateliérový
plení	rabuje
plenění	rabování
ples	bál
plesa	tatranská jezera
plesal	radoval se
plesala	radovala se
plesali	radovali se
plesalo	radovalo se
plesaly	radovaly se
plesat	radovat se
plesati	radovati se
pleseck	ruský kosmodrom
plesej	raduj se!
pleskají	hlučně plácají
pleskal	hlučně plácal
pleskala	hlučně plácala
pleskali	hlučně plácali
pleskalo	hlučně plácalo
pleskaly	hlučně plácaly
pleskat	hlučně plácat
pleskati	hlučně plácati
pleskl	hlučně plácl
pleskla	hlučně plácla
pleskli	hlučně plácli
plesklo	hlučně pláclo
pleskly	hlučně plácly
pleskne	hlučně plácne
plesknou	hlučně plácnou
plesknout	hlučně plácnout
plesknul	hlučně plácl
plesknula	hlučně plácla
plesknuli	hlučně plácli
plesknulo	hlučně pláclo
plesknuly	hlučně plácly
plesknut	hlučně plácnut
pleskot	hlučné plácání
plesky	třesky ???, kecy
pleská	hlučně plácá
plesná	část Ostravy
pleso	tatranské jezero
plesová	vhodná na bály
plesové	vhodné na bály
plesový	vhodný na bály
plesy	bály
plesá	raduje se
plesání	radování se
plesír	potěcha expr. nespis.
plesíry	potěchy expr. nespis.
plesňák	třásnitá houba
plet	ničen (koukol)
pleta	ničena (koukol)
pleteně	nervové, či cévní svazky
pleteň	nervový, či cévní svazek
pleticha	intrika
pletichy	intriky
pletichář	intrikán
pleticháři	intrikáni
pletka	milostná avantýra
pletky	milostné avantýry
pleto	ničeno (koukol)
plety	ničeny (koukol)
pletí	ničení koukolu
pleva	autor Malého bobeše
plevel	nežádoucí rostlina
plevele	nežádoucí rostliny
plevova	vlastněna autorem Malého Bobeše
plevovi	vlastněni autorem Malého Bobeše
plevovo	vlastněno autorem Malého Bobeše
plevovy	vlastněny autorem Malého Bobeše
plevové	jmenovci autora Malého Bobeše
plevův	vlastněn autorem Malého Bobeše
plexus	pleteň
plezír	potěcha expr. nespis.
plezíry	potěchy expr. nespis.
plečka	ničitelka plevle
plečky	ničitelky plevle
plečnici	jmenovci Masarykova architekta
plečnik	Masarykův architekt
pleččin	vlastněný ničitelkou koukolu
pleččina	vlastněná ničitelkou koukolu
pleččini	vlastnění ničitelkou koukolu
pleččino	vlastněné ničitelkou koukolu
pleččiny	vlastněny ničitelkou koukolu
pleš	lysina
plešatci	bezvlasí muži expr.
plešatec	bezvlasý muž expr.
plešatá	bezvlasá
plešaté	bezvlasé
plešatí	bezvlasí
plešatý	bezvlasý
plešatějí	pozbývají kštici
plešatěl	pozbýval kštici
plešatěla	pozbývala kštici
plešatěli	pozbývali kštici
plešatělo	pozbývalo kštici
plešatěly	pozbývaly kštici
plešatění	pozbývání kštice
plešatět	pozbývat kštici
plešatěti	pozbývati kštici
pleše	lysiny
plešivci	bezvlasí muži expr.
plešivec	bezvlasý muž expr.
plešoun	bezvlasý muž expr.
plešouni	bezvlasí muži expr.
plešáci	bezvlasí muži expr.
plešák	bezvlasý muž expr.
pleť	kůže
pleťi	kůže množ.
plichta	remíza hovor.
plichty	remízy hovor.
plicní	týkající se plic
plicník	brutnákovitá skalnička
plicníky	brutnákovité skalničky
pliha	skvrna zastr.
plihcí	měkcí
plihká	měkká
plihké	měkké
plihký	měkký
plihy	skvrny zastr.
plihá	měkká, vláčná
plihé	měkké, vláčné
plihý	měkký, vláčný
plije	nadává, plive, pohrdá kniž.
plijí	nadávají, plivou, pohrdají kniž.
plika	přehyb pergamenu
pliky	přehyby pergamenů
plil	nadával, plival, pohrdal kniž.
plila	nadávala, plivala, pohrdala kniž.
plili	nadávali, plivali, pohrdali kniž.
plilo	nadávalo, plivalo, pohrdalo kniž.
plily	nadávaly, plivaly, pohrdaly kniž.
plint	švédská bedna
plinty	švédské bedny
plití	nadávání, plivání, pohrdání kniž.
plivají	vrhají sliny
plival	vrhal sliny
plivala	vrhala sliny
plivali	vrhali sliny
plivalo	vrhalo sliny
plivaly	vrhaly sliny
plivance	vržené sliny
plivanec	vržená slina
plivat	vrhat sliny
plivati	vrhati sliny
plivač	zbabělý pomlouvač
plivači	zbabělí pomlouvači
plive	vrhá sliny
plivl	vrhl slinu
plivla	vrhla slinu
plivli	vrhli slinu
plivlo	vrhlo slinu
plivly	vrhly slinu
plivne	vrhne slinu
plivnou	vrhnou slinu
plivnout	vrhnout slinu
plivnouti	vrhnouti slinu
plivnul	vrhl slinu
plivnula	vrhla slinu
plivnuli	vrhli slinu
plivnulo	vrhlo slinu
plivnuly	vrhly slinu
plivnutí	vrh slinou
plivníci	šotci
plivník	šotek
plivou	vrhají sliny
plivá	vrhá sliny
plivání	vrhání slin
plivátka	nádoby na sliny
plivátko	nádoba na sliny
pliží	měkcí, vláční
plk	kec
plkal	tlachal
plkala	tlachala
plkali	tlachali
plkalo	tlachalo
plkaly	tlachaly
plkat	tlachat
plkati	tlachati
plkna	popravčí meče
plkno	popravčí meč
plky	kecy
plká	tlachá
plkání	tlachání
pln	prost volného místa
plna	prosta volného místa
plni	prosti volného místa
plnicí	s doplnitelnou náplní
plnidla	nástroje k plnění
plnidlo	nástroj k plnění
plnil	dodržoval (normu)
plnila	dodržovala (normu)
plnili	dodržovali (normu)
plnilo	dodržovalo (normu)
plnily	dodržovaly (normu)
plnit	zbavovat prázdnoty
plniti	zbavovati prázdnoty
plniva	složka betonu množ.
plnivo	složka betonu
plno	bez volných míst
plnost	opak prázdnoty
plnou	??? parou vpřed
plny	prosty volného místa
plná	opak prázdná
plné	opak prázdné
plní	opak prázdní
plný	opak prázdný
plně	opak prázdně
plněn	zbavován prázdnoty
plněna	zbavována prázdnoty
plněni	zbavováni prázdnoty
plněno	zbavováno prázdnoty
plněny	zbavovány prázdnoty
plněná	zbavená dutosti
plněné	zbavené dutosti
plnění	dodržování (normy)
plněný	zbavený dutosti
ploc	náš skokan na lyžích
plocek	čtyřhranné kladivo
plocha	předmět studia planiometrie
plochy	předměty studia planiometrie
plocky	čtyřhranná kladiva
plocova	vlastněna skokanem na lyžích
plocovi	vlastněni skokanem na lyžích
plocovo	vlastněno skokanem na lyžích
plocovy	vlastněny skokanem na lyžích
plocové	jmenovci skokana na lyžích
plocův	vlastněn skokanem na lyžích
plod	embrio
plodek	Havlův hrdina Evžen ???
plodil	dával ovoce
plodila	dávala ovoce
plodilo	dávalo ovoce
plodily	dávaly ovoce
plodit	dávat ovoce
ploditi	dávati ovoce
plodnice	nadzemní část houb
plody	embria
plodí	dává ovoce
plodící	dávající ovoce
plomba	zubní výplň
plomby	zubní výplně
plonk	solitérní (karty slang.)
ploník	běžný mech
ploníky	běžný mech množ.
ploská	rovná, zploštělá, plytká
ploské	rovné, zploštělé, plytké
ploský	rovný, zploštělý, plytký
plot	zábrana okolo sadu
plotna	varná deska
plotny	varné desky
ploty	zábrany okolo sadů
ploužil	lopotně šel
ploužila	lopotně šela
ploužili	lopotně šeli
ploužilo	lopotně šelo
ploužily	lopotně šely
ploužit	lopotně jít
ploužiti	lopotně jíti
plouží	lopotně jde
plovatka	náš vodní plž
plovatky	naši vodní plži
plovdiv	2. největší bulharské město
plovák	bóje, ponton
plováky	bóje, pontony
plovárna	koupaliště
plovárny	koupaliště množ.
plozen	dáván (o ovoci)
plozena	dávána (o ovoci)
plozeno	dáváno (o ovoci)
plozeny	dávány (o ovoci)
ploziva	okluziva
plozivy	okluziva
plošný	masový,
plti	velké vory
pltě	velké vory
plu	druhá slabika "podplukovník"
plucha	šupina na obilí
pluchy	šupiny na obilí
pludci	jmenovci autora České pře
pludek	spisovatel Alexej ???
pludkova	napsaná autorem České pře
pludkovi	vlastnění autorem České pře
pludkovo	napsáno autorem České pře
pludkovy	napsány autorem České pře
pludkové	jmenovci autora České pře
pludkův	napsaný autorem České pře
pluh	potřeba oráčova
pluhy	potřeby oráčovy
pluk	vojenský útvar
plukem	pomocí vojenské jednotky
plukovník	majorův velitel
pluky	vojenské útvary
plurál	množné číslo
plurály	množná čísla
plus	znak pro sčítání
plusová	kladná
plusové	kladné
plusový	kladný
plusy	výhody
pluto	bůh podsvětí
plutoid	druh trpasličí planetky
plutoidy	vzdálené trpasličí planetky
pluton	rozlehlé magmatické těleso
plutona	bůh Pluto 2.pád
plutone	bůh Pluto 5.pád
plutonem	bůh Pluto 7.pád
plutonovi	bůh Pluto 3.pád
plutony	rozlehlá magmatická tělesa
plutos	bůh podsvětí
plynař	obchodník s plynem
plynaři	obchodníci s plynem
plynařka	obchodnice s plynem
plynařky	obchodnice s plynem množ.
plynem	pomocí plynu
plynoměr	měřák spotřeby plynu
plynárna	úpravna plynu
plynárny	úpravny plynu
plytce	povrchně, mělce
plytcí	povrchní, mělcí
plytká	povrchní, mělká
plytké	povrchní, mělké
plytký	povrchní, mělký
plzeň	západočeská metropole
plzeňan	obyvatel Plzně
plzeňani	obyvatelé Plzně
plzeňané	obyvatelé Plzně
plzeňsko	okolí Plzně
plzná	úrodná kniž.
plzné	úrodné kniž.
plzný	úrodný kniž.
plzáci	plži podobní slimákům
plzák	plž podobný slimáku
plác	kořen slova "plácačka"
plácají	tlachají hovor.
plácal	tlachal hovor.
plácala	tlachala hovor.
plácali	tlachali hovor.
plácalo	tlachalo hovor.
plácaly	tlachaly hovor.
plácaná	škádlená údery
